vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,schedule,service,logtraffic,action,utm-status,comments,status,nat,ippool,poolname,ips-sensor
CT901CASH1,597,BCAN to EMFT Core,c10e20a4-7a84-51e8-8a68-829a6c55b2ab,I.BCAN,E.XSYS,Host_10.90.35.11,Range_10.241.51.21-22 Range_10.241.151.21-22,always,TCP/443-444 TCP/22 TCP/10022 PING,all,accept,enable,IT-NCR-2018-[T]1481:106,,,,,otpc-all
CT901CASH1,598,BCAN to EMFT Proxy,c4e5d366-7a84-51e8-fe00-ecfe0f0eab0f,I.BCAN,E.EMFTProxy,Host_10.90.35.11,Range_10.241.50.21-22 Range_10.241.150.21-22,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1481:107,,,,,otpc-all
CT901CASH1,599,BCAN to EMFT Portal,c81d7930-7a84-51e8-f7bc-a228d239a820,I.BCAN,E.EMFTAdmin,Host_10.90.35.11,Host_10.241.52.21 Host_10.241.152.21,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1481:108,,,,,otpc-all
CT901CASH1,600,DEV CASH MGT to EMFT Core access,cb32ef7e-7a84-51e8-8739-31516a156c71,I.Dev.CASHMGT,E.XSYS,NET_10.163.247.0,Range_10.241.81.21-22 Range_10.241.181.21-22,always,TCP/443-444 TCP/22 TCP/10022 PING,all,accept,enable,IT-NCR-2018-[T]1481:109,,,,,otpc-all
CT901CASH1,601,DEV CASH MGT to EMFT Proxy access,cf118330-7a84-51e8-ff32-8c8c37013fd1,I.Dev.CASHMGT,E.EMFTProxy,NET_10.163.247.0,Range_10.241.80.21-22 Range_10.241.180.21-22,always,TCP/443-444 TCP/22 TCP/10022 PING,all,accept,enable,IT-NCR-2018-[T]1481:109,,,,,otpc-all
CT901CASH1,602,DEV CASH MGT to EMFT Portal access,d1f5a0ae-7a84-51e8-a562-2bf54e57165a,I.Dev.CASHMGT,E.EMFTAdmin,NET_10.163.247.0,Host_10.241.82.21 Host_10.241.182.21,always,TCP/22 TCP/443 TCP/8443 PING,all,accept,enable,IT-NCR-2018-[T]1481:110,,,,,otpc-all
CT901CASH1,603,DEV CASH to EMFT Proxy simulate EP,e6d5ff46-7a84-51e8-ebc5-b444b29df4a1,I.Dev.CASH,E.EMFTProxy,NET_10.163.246.0,Range_10.241.50.21-22 Range_10.241.150.21-22,always,TCP/10022 PING,all,accept,enable,IT-NCR-2018-[T]1481:114,,,,,otpc-all
CT901CASH1,604,Tenable to BCAN,243033b6-7a85-51e8-30f6-2c3aab805972,E.UCN,I.BCAN,HOST_192.168.214.7,Net_10.90.34.0,always,TCP/22 TCP/139 TCP/445,all,accept,enable,IT-NCR-2018-[T]1563:1,,,,,otpc-all
CT901CASH1,605,BCAN to SCIM,31efd966-7a85-51e8-d02c-239288b109ee,I.BCAN,E.UCN,Net_10.90.34.0,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,IT-NCR-2018-[T]1564:209,,,,,otpc-all
CT901CASH1,606,DEV CASH PC to EMFT Proxy access,fde94e76-7aa3-51e8-8602-fd454d09060e,E.Dev.AMSCON,E.EMFTProxy,NET_10.1.170.0,Range_10.241.80.21-22 Range_10.241.180.21-22,always,TCP/443-444 TCP/22 TCP/10022 PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,607,DEV CASH PC to EMFT Portal access,02ee2c34-7aa4-51e8-df93-2b8067e138a3,E.Dev.AMSCON,E.EMFTAdmin,NET_10.1.170.0,Host_10.241.82.21 Host_10.241.182.21,always,TCP/22 TCP/443 TCP/8443 PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,608,CCASS Host to TOF,09d45012-7e7f-51e8-56b6-a27a1e8b50f6,E.XSYS,I.TOFAPP,Host_172.22.5.3 Host_172.22.8.4 Host_172.22.3.2,Net_10.70.12.0,always,FTP TCP/7001-7020 FTP_DATA FTP_GET FTP_PUT PING PORT_FTPS PORT_FTP_DATA,all,accept,enable,,,,,,otpc-all
CT901CASH1,610,SMARTS UAT PC to CASH dev,d1a5a0e2-8676-51e8-17a9-d0d7ff6556c2,E.UCN,I.Dev.CASH,Range_192.168.234.37-38,Host_10.163.246.178,always,TCP/139 TCP/445 UDP/137-138,all,accept,enable,IT-NCR-2018-[T]1589,,,,,otpc-all
CT901CASH1,609,TOF DBS to dev DIT server,5ec9f84c-8bbd-51e8-a3be-85e0f711a910,I.Dev.CASH,E.UCN,HOST_10.163.234.19,HOST_192.168.25.14,always,TCP/22 ALL_ICMP,all,accept,enable,IT-NCR-2018-[T]1571,,,,,otpc-all
CT901CASH1,611,Dev CASH to UCN DIT,7a1fe9a6-8f34-51e8-f269-32b2fa7aa02b,I.Dev.CASH,E.UCN,HOST_10.163.237.28,Host_192.168.25.14,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1579,,,,,otpc-all
CT901CASH1,612,OCG AD firewall rules,a34c7ce8-918e-51e8-704d-95c29c5179f9,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.35.21 HOST_192.168.35.22 HOST_192.168.35.23 HOST_192.168.35.24 HOST_192.168.35.25 HOST_192.168.35.26 HOST_192.168.176.55 HOST_192.168.176.51 HOST_192.168.176.52 HOST_192.168.176.53 HOST_192.168.176.50 HOST_192.168.130.215 HOST_192.168.102.221 HOST_192.168.73.238 HOST_192.168.73.239 HOST_192.168.45.239 HOST_192.168.39.204,always,PORT_ACM_1 PORT_ACM_2 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,613,RDP from UCN NM to OCG dev,a7a4334e-918e-51e8-3d54-ff59f8b646b4,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,Net_192.168.150.0 NET_192.168.143.0 NET_192.168.166.0 Net_192.168.188.0 NET_192.168.187.0,always,TCP/3389 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,614,RDP from UCN NM to OCG dev2,ad6dc6be-918e-51e8-ec71-288d4f40e886,E.UCN,E.OCG,Net_192.168.150.0 NET_192.168.143.0 NET_192.168.166.0 Net_192.168.188.0 NET_192.168.187.0,HOST_10.1.95.145_SDN2OCG,always,TCP/3389 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,615,OCG to Timeserver,b24906da-918e-51e8-8527-48e2525c2d20,E.OCG,E.NMC,HOST_10.1.95.145_SDN2OCG,HOST_10.164.129.100 HOST_10.164.1.100,always,ALL_ICMP NTP_UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,616,OCG SCOM 2012 R2,b75c6946-918e-51e8-bc15-18b3e8f0e8eb,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.150.36 HOST_192.168.188.36,always,TCP/5723 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,617,OCG SCCM,f51479cc-918e-51e8-83d6-e5753a10899f,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.166.53 HOST_192.168.166.54 HOST_192.168.166.185 HOST_192.168.166.184,always,PORT_SCCM ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,618,OCG Antivirus,fd6bc8fa-918e-51e8-4586-6d0b50068854,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.166.159,always,PORT_Antivirus ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,619,OCG Trendmarco,066626a8-918f-51e8-61bd-141d793d7139,E.UCN,E.OCG,HOST_192.168.166.74,HOST_10.1.95.145_SDN2OCG,always,PORT_TrendMirco ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,620,OCG Trendmarco2,08ebacfe-918f-51e8-ec65-39bf1500462b,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.166.74,always,PORT_TrendMirco ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,621,OCG KMS,0c35c8c2-918f-51e8-b223-2add7ffc82bf,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.166.219 HOST_192.168.150.131 HOST_192.168.150.132,always,TCP/1688 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,622,OCG Patch management,0fd1faf0-918f-51e8-f7f5-d863af4fb70d,E.OCG,E.UCN,HOST_10.1.95.145_SDN2OCG,HOST_192.168.150.94 RANGE_192.168.188.25-26,always,PORT_PatchMan ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,623,OCG Patch management2,1303f8e0-918f-51e8-69da-0d9ca48e97a7,E.UCN,E.OCG,HOST_192.168.150.94 RANGE_192.168.188.25-26,HOST_10.1.95.145_SDN2OCG,always,PORT_PatchMan ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,624,OCGHP server iLO,165a4ea4-918f-51e8-2178-8fa9dfe35435,E.OCG,E.UCN,HOST_10.1.95.148_SDN2OCG,Net_192.168.150.0,always,PORT_ILO3 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,625,OCGHP server iLO2,197e6c50-918f-51e8-0407-c494884e6058,E.UCN,E.OCG,Net_192.168.150.0,HOST_10.1.95.148_SDN2OCG,always,PORT_ILO3 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,626,SMARTS MiddleSky to DEV OMDC,63a6df56-9243-51e8-7abf-4a83ed888914,Dev.MiddleSky,I.Dev.CASH,Range_10.18.113.5-8,HOST_10.163.233.31 HOST_10.163.237.28,always,TCP/55455 PING,all,accept,enable,"IT-NCR-2018-[T]1588:27,29",,,,,otpc-all
CT901CASH1,627,SMARTS MiddleSky to DEV SIS,67b754b8-9243-51e8-27ff-95f66b424ccd,Dev.MiddleSky,I.Dev.CASH,Range_10.18.113.5-8,HOST_10.163.233.18 HOST_10.163.237.18 HOST_10.163.224.18 HOST_10.163.223.18,always,TCP/63001 PING TCP/62001-62004 TCP/61001-61002,all,accept,enable,IT-NCR-2018-[T]2035:53,,,,,otpc-all
CT901CASH1,628,SMARTS MiddleSky to OMDC RTS,7fa281ce-9243-51e8-d3d5-735122fcb8ba,Dev.MiddleSky,I.CASH.Trust,Range_10.18.113.5-8,RANGE_10.1.90.82-83,always,TCP/55455 TCP/55855 PING,all,accept,enable,IT-NCR-2018-[T]1588:36,,,,,otpc-all
CT901CASH1,629,CSC to DEV CASH SFTP,cfac92d6-9243-51e8-8e54-cf3a7ebe3e7a,I.CSCDMZ,I.Dev.CASH,Host_10.1.125.115_CSCDMZ Host_10.1.125.15_CSCDMZ,Range_10.163.246.178-179,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1501:20,,,,,otpc-all
CT901CASH1,630,CSC to TOFAPP DTS SFTP,d33dee04-9243-51e8-5465-6df6bd73ff67,I.CSCDMZ,I.TOFAPP,Host_10.1.125.103_CSCDMZ Host_10.1.125.115_CSCDMZ Host_10.1.125.15_CSCDMZ,Host_10.70.12.200,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]2236:4,,,,,otpc-all
CT901CASH1,631,CSC to SATWEB DTS SFTP,d85d8e8a-9243-51e8-c189-82344094f024,I.CSCDMZ,I.SATWEB,Host_10.1.125.103_CSCDMZ Host_10.1.125.115_CSCDMZ Host_10.1.125.15_CSCDMZ,Host_10.70.14.61,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]2236:4,,,,,otpc-all
CT901CASH1,632,DEV Cash PC to DEV CSC,dc15f724-9243-51e8-f340-670ac4b9f8e3,E.Dev.AMSCON,I.Dev.CASH,NET_10.1.170.0,NetGp_Dev_OTP_CSC,always,TCP/22 TCP/80 TCP/443 TCP/3389 TCP/8080 TCP/8443 PING,all,accept,enable,IT-NCR-2018-[T]1501:26,,,,,otpc-all
CT901CASH1,633,DEV Cash PC to ,df8f0d78-9243-51e8-7a9c-cb2ffd70f92f,E.Dev.AMSCON,I.CSCDMZ,NET_10.1.170.0,Host_10.1.125.103_CSCDMZ Host_10.1.125.115_CSCDMZ Host_10.1.125.11_CSCDMZ Host_10.1.125.13_CSCDMZ Range_10.1.125.101-102_CSC,always,TCP/22 TCP/80 TCP/443 TCP/3389 TCP/8080 TCP/8443 PING,all,accept,enable,IT-NCR-2018-[T]1501:28,,,,,otpc-all
CT901CASH1,634,DEV CSC to Networker,e3d62218-9243-51e8-1f8f-404c0525fed0,I.Dev.CASH,E.NMC,NetGp_Dev_OTP_CSC,NetGp_New_Networker,always,PORT_Network_Backup PING,all,accept,enable,IT-NCR-2018-[T]1501:29,,,,,otpc-all
CT901CASH1,635,DEV CSC to UCN BMC,e7e426d4-9243-51e8-4339-a870b173c228,I.Dev.CASH,E.UCN,NetGp_Dev_OTP_CSC,Range_192.168.150.225-226 Range_192.168.188.225-226,always,PORT_BMC_Monitor PING,all,accept,enable,IT-NCR-2018-[T]1501:30,,,,,otpc-all
CT901CASH1,636,DEV CSC to Time Server,eb57ea9e-9243-51e8-6570-95aa714974cd,I.Dev.CASH,E.NMC,NetGp_Dev_OTP_CSC,Range_10.164.1.200-201 Range_10.164.129.200-201,always,UDP/123 PING,all,accept,enable,IT-NCR-2018-[T]1501:31,,,,,otpc-all
CT901CASH1,637,Networker to DEV CSC,ee63f782-9243-51e8-73a6-2998dae31491,E.NMC,I.Dev.CASH,NetGp_New_Networker,NetGp_Dev_OTP_CSC,always,PORT_Network_Backup PING,all,accept,enable,IT-NCR-2018-[T]1501:32,,,,,otpc-all
CT901CASH1,638,UCN BMC to DEV CSC,f28a0e78-9243-51e8-64a1-56164e1dba92,E.UCN,I.Dev.CASH,Range_192.168.150.225-226 Range_192.168.188.225-226,NetGp_Dev_OTP_CSC,always,PORT_BMC_Monitor PING,all,accept,enable,IT-NCR-2018-[T]1501:33,,,,,otpc-all
CT901CASH1,639,CTM to DEV CSC,f620496c-9243-51e8-457a-ca117862d538,E.NMC,I.Dev.CASH,HOST_10.164.1.21 HOST_10.164.129.21 HOST_10.164.1.26 HOST_10.164.1.27,NetGp_Dev_OTP_CSC,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1501:34,,,,,otpc-all
CT901CASH1,640,DEV CSC to CTM YUM,f92f13ae-9243-51e8-b9b4-973a85fbaa9a,I.Dev.CASH,E.NMC,NetGp_Dev_OTP_CSC,HOST_10.164.1.21 HOST_10.164.129.21,always,TCP/80 PING,all,accept,enable,IT-NCR-2018-[T]1501:35,,,,,otpc-all
CT901CASH1,641,OCGWAN to EP (3.0)_1,133f95d0-94a5-51e8-603d-50ebe8055700,W.OCG,I.CASH.Trust,NET_10.138.0.0 NET_10.139.0.0 NET_10.140.0.0 NET_10.141.0.0 NET_10.142.0.0 NET_10.143.0.0 NET_10.144.0.0,Net_10.1.93.0,always,ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,642,VM Console to BCAN SSH,850090ae-995d-51e8-b50b-3014c1fa2c7f,E.NMC,I.BCAN,Net_10.63.142.0 Net_10.163.143.0,Net_10.90.34.0,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1655:25,,,,,otpc-all
CT901CASH1,644,CSC dev to OTPC dev admin DB,eb13f35e-995d-51e8-7a9b-895232166a8a,I.Dev.CASH,I.Dev.CASHMGT,NetGp_Dev_OTP_CSC,NET_10.163.247.0,always,TCP/1521 TCP/1888-1889 PING,all,accept,enable,IT-NCR-2018-[T]1501,,,,,otpc-all
CT901CASH1,645,BCAN Networker VM Protection,9bcaf1e6-9e9c-51e8-0795-8a8e6b163770,E.NMC,I.BCAN,Host_10.164.12.81 Host_10.164.141.81,Net_10.90.34.0,always,TCP/9090 TCP/7937-9936 UDP/9090 UDP/7937-9936,all,accept,enable,IT-NCR-2018-[T]1696:2,,,,,otpc-all
CT901CASH1,646,BCAN Networker recovery,a00f1a02-9e9c-51e8-5c83-04d654c3dd24,I.BCAN,E.NMC,Net_10.90.34.0,Host_10.164.12.81 Host_10.164.141.81,always,TCP/443 TCP/7937-9936 UDP/443 UDP/7937-9936,all,accept,enable,IT-NCR-2018-[T]1696:3,,,,,otpc-all
CT901CASH1,648,BCAN Data Domain MGT,a9e8af66-9e9c-51e8-b4b5-c93415b98f13,I.BCAN,E.NMC,Net_10.90.34.0,Host_10.164.11.85 Host_10.164.12.85 Host_10.164.12.95 Host_10.164.140.85 Host_10.164.141.85 Host_10.164.141.95,always,Port_DataDomain_MGT,all,accept,enable,IT-NCR-2018-[T]1696:5,,,,,otpc-all
CT901CASH1,649,BCAN Auth to SSO,afb52cbc-9e9c-51e8-2268-1fbae2f37f2f,I.BCAN,E.UCN,Net_10.90.34.0,Host_192.168.166.27 Host_192.168.188.34,always,TCP/7444 TCP/443 UDP/443 UDP/7444,all,accept,enable,IT-NCR-2018-[T]1696:6,,,,,otpc-all
CT901CASH1,650,TOF to DEV CASH M5 SSH,c8cff6e6-a53b-51e8-cb4e-e801c37742b8,I.TOFAPP,I.Dev.CASH,Host_10.70.12.133,HOST_10.163.238.28,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1710:1,,,,,otpc-all
CT901CASH1,651,TOF to DEV CASH E2E SSH,cd90bcb0-a53b-51e8-1ca2-4ee7d6114611,I.TOFAPP,I.Dev.CASH,Host_10.70.12.132,HOST_10.163.223.28,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1710:2,,,,,otpc-all
CT901CASH1,652,MTC MiddleSky to Env02 OCG,456cc4d6-a53c-51e8-cfa9-26330b2c0948,Dev.MiddleSky,I.Dev.CASH,Net_10.18.108.0 Net_10.18.107.0,HOST_10.163.246.132,always,TCP/35525 TCP/35650 TCP/35891 TCP/35905,all,accept,enable,IT-NCR-2018-[T]1656 ,,,,,otpc-all
CT901CASH1,653,Cash Dev PC to CCCG dev env,0ac7f56a-a53e-51e8-6194-eb66ae3b65a7,E.Dev.AMSCON,I.Dev.CASH,NET_10.1.170.0,NetGp_Dev_OTP_CSC,always,TCP/33100-33400,all,accept,enable,IT-NCR-2018-[T]1683:37,,,,,otpc-all
CT901CASH1,654,MiddleSky to dev CSC WABI FIX,111c20d0-a53e-51e8-57c9-c471f3eac61d,Dev.MiddleSky,I.Dev.CASH,Net_10.18.108.0,Range_10.163.225.31-39 Range_10.163.226.31-39 Range_10.163.227.31-39 Range_10.163.228.31-39 Range_10.163.229.31-39 Range_10.163.230.31-39 Range_10.163.220.31-39,always,TCP/33100-33400,all,accept,enable,IT-NCR-2018-[T]1883:36,,,,,otpc-all
CT901CASH1,655,MTC MiddleSky to Env02 OTP-C Admin,4a25e26a-a54a-51e8-173f-2d81043830a6,Dev.MiddleSky,I.Dev.CASH,Net_10.18.107.0,Host_10.163.246.78 HOST_10.163.246.71,always,TCP/38020,all,accept,enable,IT-NCR-2018-[T]1737,,,,,otpc-all
CT901CASH1,656,Networker to BCAN SNMP traps,d753e5c4-ac39-51e8-c7a0-d48e4088ac3c,E.NMC,I.BCAN,NetGp_New_Networker,Net_10.90.34.0,always,UDP/161,all,accept,enable,IT-NCR-2018-[T]1696:4,,,,,otpc-all
CT901CASH1,657,vSphere Web Client to BCAN,dc1dd25e-ac39-51e8-822d-5cf0cf0f1539,E.UCN,I.BCAN,Host_192.168.166.27 Host_192.168.188.34,Net_10.90.34.0,always,TCP/7778-7779 TCP/8509 TCP/9443 UDP/7778-7779 UDP/8509 UDP/9443,all,accept,enable,IT-NCR-2018-[T]1696:7,,,,,otpc-all
CT901CASH1,658,SMARTS to OMDCC RTS,101902fe-ac3a-51e8-f117-e3df09525e42,E.SMARTS,I.CASH.Trust,Net_10.1.150.0 Net_10.2.150.0,Range_10.1.90.41-42,always,TCP/55655,all,accept,enable,IT-NCR-2018-[T]1724:48,,,,,otpc-all
CT901CASH1,659,SMARTS to OMDCC RTS E2E,14757e4a-ac3a-51e8-70f1-46f7fbf9a23f,E.SMARTS,I.CASH.Trust,Net_10.1.150.0 Net_10.2.150.0,HOST_10.1.90.98 Host_10.1.90.91 HOST_10.1.90.41 Range_10.1.90.94-95,always,TCP/55455,all,accept,enable,IT-NCR-2018-[T]2497:60,,,,,otpc-all
CT901CASH1,660,SMARTS to DTS,18ab788e-ac3a-51e8-9c50-d1fff115273e,E.SMARTS,I.SATWEB,Net_10.1.150.0 Net_10.2.150.0,Host_10.70.14.61,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1724:50,,,,,otpc-all
CT901CASH1,661,SMARTS to DTS dev,1cef7d8c-ac3a-51e8-594b-933667b0f96c,E.SMARTS,I.TOFAPP,Net_10.1.150.0 Net_10.2.150.0,Host_10.70.12.200,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1724:50,,,,,otpc-all
CT901CASH1,662,SMARTS to TOF SIS,219ca99a-ac3a-51e8-0a02-d4eef7b2e258,E.SMARTS,I.TOFAPP,Host_10.1.150.20 Host_10.2.150.20 Range_10.1.150.120-121,Net_10.70.12.0,always,TCP/61001-61002 TCP/62001-62004,all,accept,enable,IT-NCR-2018-[T]1724:12,,,,,otpc-all
CT901CASH1,663,TOF SIS to SMARTS,2519df7a-ac3a-51e8-f3a4-a0018f865819,I.TOFAPP,E.SMARTS,Net_10.70.12.0,Host_10.1.150.20 Host_10.2.150.20,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1724:18,,,,,otpc-all
CT901CASH1,664,MSky MTC to OMDC E62 CT,edba6158-b5c6-51e8-4387-2123d6fd54e6,Dev.MiddleSky,I.Dev.CASH,Net_10.18.108.0,HOST_10.163.236.27,always,TCP/55388-55391,all,accept,enable,IT-NCR-2018-[T]1789:130,,,,,otpc-all
CT901CASH1,665,MSky MTC to OMDD E252 CT,fdb7f9da-b5c6-51e8-1f24-d2d7a44e6980,Dev.MiddleSky,I.CASH.Trust,Net_10.18.108.0,Host_10.1.90.54,always,TCP/55380-55382 TCP/55385,all,accept,enable,IT-NCR-2018-[T]1789:132,,,,,otpc-all
CT901CASH1,666,MTC to OMDC,438e0b02-b5c7-51e8-c09b-9ca41893b01c,E.MTC,I.CASH.Trust,HOST_10.193.36.118 HOST_10.193.36.119 HOST_10.193.36.126 HOST_10.193.36.128,Host_10.1.88.101 HOST_10.1.88.102 HOST_10.1.88.103 HOST_10.1.88.104,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1687,,,,,otpc-all
CT901CASH1,667,MTC to OMDC Env62,eacf1554-c28e-51e8-426a-c3a8ad50e51e,Dev.MiddleSky,I.Dev.CASH,Net_10.18.108.0,HOST_10.163.236.28,always,UDP/123,all,accept,enable,IT-NCR-2018-[T]1835:15,,,,,otpc-all
CT901CASH1,668,CSC DMZ to Market Sumulator,95df2758-c290-51e8-b878-d61e7b6541a4,I.CSCDMZ,I.Dev.CASH,Host_10.1.125.11_CSCDMZ Host_10.1.125.13_CSCDMZ Host_10.1.125.41 Host_10.1.125.42 Range_10.1.125.101-102_CSC,NetGp_Dev_OTP_CSC,always,tcp/50000-51000,all,accept,enable,IT-NCR-2018-[T]1883:39,,,,,otpc-all
CT901CASH1,669,LDAP,e6740006-c28d-51e8-55b2-a6b3f11bf61b,I.Dev.CASH,E.UCN,HOST_10.163.236.28 HOST_10.163.233.28,HOST_192.168.176.50,always,TCP/389 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,670,CDG to OMDC,d26bdafe-c925-51e8-812b-d5a0d9ec2938,E.TOF,I.Dev.CASH,Host_10.63.109.102_E.TOF Host_10.63.109.104_E.TOF Range_10.63.109.100-101,HOST_10.163.246.135 HOST_10.163.233.31 HOST_10.163.234.28 HOST_10.163.235.28 HOST_10.163.236.28 HOST_10.163.224.28 HOST_10.163.246.141 HOST_10.163.246.142 HOST_10.163.238.28 HOST_10.163.237.28,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1747,,,,,otpc-all
CT901CASH1,671,Dev CASH IAN to CCCG Client Tool,4d95b8a8-cbe2-51e8-6eab-67f7d554170e,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,Range_10.163.225.31-39 Range_10.163.226.31-39 Range_10.163.227.31-39 Range_10.163.228.31-39 Range_10.163.229.31-39 Range_10.163.230.31-39 Range_10.163.220.31-39,always,TCP/33100-33400,all,accept,enable,IT-NCR-2018-[T]1883:40,,,,,otpc-all
CT901CASH1,672,Dev CASH IAN to support node,6cb6df28-cbe2-51e8-163f-0ed7dce89f19,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,Host_10.163.225.27 Host_10.163.226.27 Host_10.163.227.27 Host_10.163.228.27 Host_10.163.229.27 Host_10.163.230.27 Host_10.163.220.27,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1883:41,,,,,otpc-all
CT901CASH1,673,MiddleSky to support node,74793b3e-cbe2-51e8-785a-51ad4bf13bbe,Dev.MiddleSky,I.Dev.CASH,Net_10.18.108.0,Host_10.163.225.27 Host_10.163.226.27 Host_10.163.227.27 Host_10.163.228.27 Host_10.163.229.27 Host_10.163.230.27 Host_10.163.220.27,always,TCP/22,all,accept,enable,IT-NCR-2018-[T]1883:42,,,,,otpc-all
CT901CASH1,674,CSM to DEV TOF,79de15a4-cbe2-51e8-f88f-076d42246f5b,E.UCN,I.Dev.CASH,Host_192.168.25.84 Range_192.168.25.86-87 Host_192.168.30.65,Host_10.163.225.19 Host_10.163.226.19 Host_10.163.227.19 Host_10.163.228.19 Host_10.163.229.19 Host_10.163.230.19 Host_10.163.220.19 Host_10.163.225.51 Host_10.163.226.51 Host_10.163.227.51 Host_10.163.228.51 Host_10.163.229.51 Host_10.163.230.51 Host_10.163.220.51,always,PING TCP/50000-65535,all,accept,enable,IT-NCR-2018-[T]1883:43,,,,,otpc-all
CT901CASH1,675,DEV TOF to CSM,7ee6c596-cbe2-51e8-49bb-ef034eae448d,I.Dev.CASH,E.UCN,Host_10.163.225.51 Host_10.163.226.51 Host_10.163.227.51 Host_10.163.228.51 Host_10.163.229.51 Host_10.163.230.51 Host_10.163.220.51 RANGE_10.163.233.18-19 RANGE_10.163.234.18-19 RANGE_10.163.235.18-19 RANGE_10.163.236.18-19 RANGE_10.163.237.18-19 RANGE_10.163.238.18-19,Host_192.168.25.84 Range_192.168.25.86-87 Host_192.168.30.65,always,TCP/21 TCP/30001-30010,all,accept,enable,IT-NCR-2018-[T]1883:44,,,,,otpc-all
CT901CASH1,677,Dev Cash Mgt to CSC DEV,cdf0e04c-cc85-51e8-99e1-793f480fa20d,I.Dev.CASHMGT,I.Dev.CASH,NET_10.163.247.0,NetGp_Dev_OTP_CSC,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1904:46,,,,,otpc-all
CT901CASH1,678,CCASS to DevCASH,a43a5518-d12f-51e8-4544-33784c66c756,E.XSYS,I.Dev.CASH,Host_172.16.64.149 Host_172.16.128.149 Host_172.16.128.37 Host_172.16.64.38 Host_172.16.128.39 Host_172.16.64.40 Net_172.16.128.0 Net_172.16.64.0,HOST_10.163.246.135 HOST_10.163.237.28 HOST_10.163.237.29 HOST_10.163.236.28 HOST_10.163.233.31 HOST_10.163.234.28 HOST_10.163.235.28 HOST_10.163.231.141 HOST_10.163.238.28 HOST_10.163.223.28 HOST_10.163.224.28,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1933,,,,,otpc-all
CT901CASH1,679,ODS and SMD collects xdp-cap files,aa5ba064-d12f-51e8-34b8-f5b5746cdff2,E.UCN,I.Dev.CASH,Host_192.168.25.84 Range_192.168.25.86-87,HOST_10.163.246.135 HOST_10.163.237.28 HOST_10.163.237.29 HOST_10.163.236.28 HOST_10.163.233.31 HOST_10.163.234.28 HOST_10.163.235.28 HOST_10.163.231.141 HOST_10.163.238.28 HOST_10.163.223.28 HOST_10.163.224.28,always,TCP/22 PING,all,accept,enable,IT-NCR-2018-[T]1933,,,,,otpc-all
